Category,Organisms,Year,Source
pmw,Paenibacillus mucilaginosus K02,2012,RefSeq
pta,Paenibacillus terrae,2012,RefSeq
plv,Paenibacillus larvae,2013,RefSeq
psab,Paenibacillus sabinae,2014,GenBank
pdu,Paenibacillus durus,2014,GenBank
pbd,Paenibacillus borealis,2014,GenBank
pgm,Paenibacillus graminis,2014,GenBank
pod,Paenibacillus odorifer,2014,GenBank
paen,Paenibacillus sp. FSL P4-0081,2014,GenBank
paef,Paenibacillus sp. FSL R5-0345,2014,GenBank
paeq,Paenibacillus sp. FSL R5-0912,2014,GenBank
pste,Paenibacillus stellifer,2014,GenBank
paea,Paenibacillus sp. FSL R7-0273,2014,GenBank
paee,Paenibacillus sp. FSL R7-0331,2014,GenBank
paeh,Paenibacillus sp. FSL H7-0357,2014,GenBank
paej,Paenibacillus sp. FSL H7-0737,2014,GenBank
pbj,Paenibacillus beijingensis,2015,GenBank
pih,Paenibacillus sp. IHBB 10380,2015,GenBank
pri,Paenibacillus riograndensis,2015,GenBank
tco,Thermobacillus composti,2012,RefSeq
aac,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,2009,RefSeq
aad,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,2012,RefSeq
bts,Kyrpidia tusciae,2010,RefSeq
siv,Solibacillus silvestris,2012,RefSeq
pln,Planococcus sp. PAMC 21323,2015,GenBank
jeo,Jeotgalibacillus sp. D5,2015,GenBank
shv,Salinicoccus halodurans,2015,GenBank
lla,Lactococcus lactis subsp. lactis Il1403,2001,RefSeq
llk,Lactococcus lactis subsp. lactis KF147,2009,RefSeq
llt,Lactococcus lactis subsp. lactis CV56,2012,RefSeq
lls,Lactococcus lactis subsp. lactis IO-1,2013,RefSeq
lld,Lactococcus lactis subsp. lactis KLDS 4.0325,2013,RefSeq
llx,Lactococcus lactis subsp. lactis NCDO 2118,2014,GenBank
llc,Lactococcus lactis subsp. cremoris SK11,2006,RefSeq
llm,Lactococcus lactis subsp. cremoris MG1363,2007,RefSeq
llr,Lactococcus lactis subsp. cremoris A76,2012,RefSeq
lln,Lactococcus lactis subsp. cremoris NZ9000,2012,RefSeq
lli,Lactococcus lactis subsp. cremoris UC509.9,2013,RefSeq
llw,Lactococcus lactis subsp. cremoris KW2,2013,RefSeq
llj,Lactococcus lactis AI06,2014,GenBank
lgr,Lactococcus garvieae ATCC 49156,2011,RefSeq
lgv,Lactococcus garvieae Lg2,2012,RefSeq
lpk,Lactococcus piscium,2015,GenBank
spy,Streptococcus pyogenes SF370 (serotype M1),2001,RefSeq
spz,Streptococcus pyogenes MGAS5005 (serotype M1),2005,RefSeq
spym,Streptococcus pyogenes M1 476 (serotype M1),2013,RefSeq
spm,Streptococcus pyogenes MGAS8232 (serotype M18),2002,RefSeq
spg,Streptococcus pyogenes MGAS315 (serotype M3),2002,RefSeq
sps,Streptococcus pyogenes SSI-1 (serotype M3),2003,RefSeq
sph,Streptococcus pyogenes MGAS10270 (serotype M2),2006,RefSeq
spi,Streptococcus pyogenes MGAS10750 (serotype M4),2006,RefSeq
spj,Streptococcus pyogenes MGAS2096 (serotype M12),2006,RefSeq
spk,Streptococcus pyogenes MGAS9429 (serotype M12),2006,RefSeq
spf,Streptococcus pyogenes Manfredo (serotype M5),2007,RefSeq
spa,Streptococcus pyogenes MGAS10394 (serotype M6),2004,RefSeq
spb,Streptococcus pyogenes MGAS6180 (serotype M28),2005,RefSeq
stg,Streptococcus pyogenes MGAS15252 (serotype M59),2012,RefSeq
soz,Streptococcus pyogenes NZ131 (serotype M49),2008,RefSeq
stz,Streptococcus pyogenes Alab49 (serotype M53),2012,RefSeq
stx,Streptococcus pyogenes MGAS1882,2012,RefSeq
spya,Streptococcus pyogenes A20,2012,RefSeq
spyh,Streptococcus pyogenes HSC5,2013,RefSeq
spyo,Streptococcus pyogenes STAB901 (serotype M44),2014,GenBank
spn,Streptococcus pneumoniae TIGR4 (virulent serotype 4),2001,RefSeq
spd,Streptococcus pneumoniae D39 (virulent serotype 2),2006,GenBank
spr,Streptococcus pneumoniae R6 (avirulent),2001,RefSeq
spw,Streptococcus pneumoniae CGSP14 (serotype 14),2008,RefSeq
spx,Streptococcus pneumoniae G54 (serotype 19F),2008,RefSeq
sne,Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage),2009,RefSeq
spv,Streptococcus pneumoniae Hungary19A 6,2008,RefSeq
snm,Streptococcus pneumoniae 70585,2009,RefSeq
sjj,Streptococcus pneumoniae JJA,2009,RefSeq
spp,Streptococcus pneumoniae P1031,2009,RefSeq
snt,Streptococcus pneumoniae Taiwan19F-14,2009,RefSeq
snc,Streptococcus pneumoniae TCH8431/19A,2010,RefSeq
snb,Streptococcus pneumoniae 670-6B,2010,RefSeq
snp,Streptococcus pneumoniae AP200,2010,RefSeq
sni,Streptococcus pneumoniae INV104,2012,RefSeq
snv,Streptococcus pneumoniae INV200,2012,RefSeq
snx,Streptococcus pneumoniae OXC141,2012,RefSeq
snd,Streptococcus pneumoniae ST556,2012,RefSeq
snu,Streptococcus pneumoniae SPNA45,2012,RefSeq
spng,Streptococcus pneumoniae gamPNI0373,2012,RefSeq
spne,Streptococcus pneumoniae SPN034156,2013,RefSeq
spnu,Streptococcus pneumoniae SPN034183,2013,RefSeq
spnm,Streptococcus pneumoniae SPN994038,2013,RefSeq
spno,Streptococcus pneumoniae SPN994039,2013,RefSeq
spnn,Streptococcus pneumoniae A026,2013,RefSeq
sag,Streptococcus agalactiae 2603 (serotype V),2002,RefSeq
san,Streptococcus agalactiae NEM316 (serotype III),2002,RefSeq
sak,Streptococcus agalactiae A909 (serotype Ia),2005,RefSeq
sgc,Streptococcus agalactiae GD201008-001 (serotype Ia),2012,RefSeq
sags,Streptococcus agalactiae SA20-06,2012,RefSeq
sagl,Streptococcus agalactiae 2-22 (serotype Ib),2013,RefSeq
sagm,Streptococcus agalactiae 09mas018883,2013,RefSeq
sagi,Streptococcus agalactiae ILRI005,2013,RefSeq
sagr,Streptococcus agalactiae ILRI112,2013,RefSeq
sagp,Streptococcus agalactiae 138P,2014,GenBank
sagc,Streptococcus agalactiae 138spar,2014,GenBank
sagt,Streptococcus agalactiae COH1,2014,GenBank
sage,Streptococcus agalactiae NGBS061,2015,GenBank
sagg,Streptococcus agalactiae NGBS572,2015,GenBank
sagn,Streptococcus agalactiae CNCTC 10/84,2015,GenBank
smu,Streptococcus mutans UA159,2002,RefSeq
smc,Streptococcus mutans NN2025,2010,RefSeq
smj,Streptococcus mutans LJ23,2012,RefSeq
smut,Streptococcus mutans GS-5,2012,RefSeq
smua,Streptococcus mutans UA159-FR,2015,GenBank
stc,Streptococcus thermophilus CNRZ1066,2004,RefSeq
stl,Streptococcus thermophilus LMG18311,2004,RefSeq
ste,Streptococcus thermophilus LMD-9,2006,RefSeq
stn,Streptococcus thermophilus ND03,2012,RefSeq
stu,Streptococcus thermophilus JIM 8232,2012,RefSeq
stw,Streptococcus thermophilus MN-ZLW-002,2012,RefSeq
sthe,Streptococcus thermophilus ASCC 1275,2014,GenBank
ssa,Streptococcus sanguinis,2007,RefSeq
ssu,Streptococcus suis 05ZYH33,2007,RefSeq
ssv,Streptococcus suis 98HAH33,2007,GenBank
ssb,Streptococcus suis BM407,2009,RefSeq
ssi,Streptococcus suis P1/7,2009,RefSeq
sss,Streptococcus suis SC84,2009,RefSeq
sst,Streptococcus suis ST3,2011,RefSeq
ssf,Streptococcus suis A7,2012,RefSeq
ssk,Streptococcus suis D12,2012,RefSeq
ssq,Streptococcus suis D9,2012,RefSeq
ssw,Streptococcus suis GZ1,2012,RefSeq
sui,Streptococcus suis JS14,2012,RefSeq
suo,Streptococcus suis SS12,2012,RefSeq
srp,Streptococcus suis ST1,2012,RefSeq
sup,Streptococcus suis S735,2012,RefSeq
ssus,Streptococcus suis SC070731,2013,RefSeq
ssut,Streptococcus suis TL13,2013,RefSeq
ssui,Streptococcus suis T15,2013,RefSeq
ssuy,Streptococcus suis YB51,2014,RefSeq
sgo,Streptococcus gordonii,2007,RefSeq
seq,Streptococcus equi subsp. zooepidemicus H70,2009,RefSeq
sez,Streptococcus equi subsp. zooepidemicus MGCS10565,2008,RefSeq
sezo,Streptococcus equi subsp. zooepidemicus ATCC 35246,2012,RefSeq
sequ,Streptococcus equi subsp. zooepidemicus CY,2014,GenBank
seu,Streptococcus equi subsp. equi 4047,2009,RefSeq
sub,Streptococcus uberis,2009,RefSeq
sds,Streptococcus dysgalactiae subsp. equisimilis GGS_124,2009,RefSeq
sdg,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,2012,RefSeq
sda,Streptococcus dysgalactiae subsp. equisimilis RE378,2012,RefSeq
sdc,Streptococcus dysgalactiae subsp. equisimilis AC-2713,2012,RefSeq
sdq,Streptococcus dysgalactiae subsp. equisimilis 167,2013,RefSeq
sga,Streptococcus gallolyticus UCN34,2010,RefSeq
sgg,Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,2011,RefSeq
sgt,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,2012,RefSeq
smb,Streptococcus mitis,2010,RefSeq
sor,Streptococcus oralis,2011,RefSeq
stk,Streptococcus parauberis,2011,GenBank
stb,Streptococcus pasteurianus,2011,RefSeq
scp,Streptococcus parasanguinis ATCC 15912,2011,RefSeq
scf,Streptococcus parasanguinis FW213,2012,RefSeq
ssr,Streptococcus salivarius CCHSS3,2011,RefSeq
stf,Streptococcus salivarius 57.I,2012,GenBank
stj,Streptococcus salivarius JIM8777,2012,RefSeq
strs,Streptococcus salivarius NCTC 8618,2015,GenBank
std,Streptococcus pseudopneumoniae,2011,RefSeq
smn,Streptococcus macedonicus,2012,RefSeq
sif,Streptococcus infantarius,2012,RefSeq
sie,Streptococcus intermedius JTH08,2012,RefSeq
sib,Streptococcus intermedius B196,2013,RefSeq
siu,Streptococcus intermedius C270,2013,RefSeq
sang,Streptococcus anginosus C1051,2013,RefSeq
sanc,Streptococcus anginosus C238,2013,RefSeq
sans,Streptococcus anginosus SA1,2015,GenBank
scg,Streptococcus constellatus subsp. pharyngis C1050,2013,RefSeq
scon,Streptococcus constellatus subsp. pharyngis C232,2013,RefSeq
scos,Streptococcus constellatus subsp. pharyngis C818,2013,RefSeq
soi,Streptococcus oligofermentans,2013,RefSeq
sik,Streptococcus iniae SF1,2013,RefSeq
siq,Streptococcus iniae ISET0901,2014,GenBank
sio,Streptococcus iniae ISNO,2014,GenBank
siz,Streptococcus iniae SFST01-82,2015,GenBank
slu,Streptococcus lutetiensis,2013,RefSeq
sig,Streptococcus sp. I-G2,2013,RefSeq
sip,Streptococcus sp. I-P16,2013,RefSeq
stv,Streptococcus sp. VT 162,2014,GenBank
lpl,Lactobacillus plantarum WCFS1,2003,RefSeq
lpj,Lactobacillus plantarum JDM1,2009,RefSeq
lpt,Lactobacillus plantarum ZJ316,2013,RefSeq
lps,Lactobacillus plantarum subsp. plantarum ST-III,2010,RefSeq
lpr,Lactobacillus plantarum subsp. plantarum P-8,2013,RefSeq
lpz,Lactobacillus plantarum 16,2013,RefSeq
lpb,Lactobacillus plantarum B21,2015,GenBank
ljo,Lactobacillus johnsonii NCC 533,2004,RefSeq
ljf,Lactobacillus johnsonii FI9785,2009,RefSeq
ljh,Lactobacillus johnsonii DPC 6026,2012,RefSeq
ljn,Lactobacillus johnsonii N6.2,2013,RefSeq
lac,Lactobacillus acidophilus NCFM,2005,RefSeq
lai,Lactobacillus acidophilus 30SC,2011,RefSeq
lad,Lactobacillus acidophilus La-14,2013,RefSeq
laf,Lactobacillus acidophilus FSI4,2015,GenBank
lsa,Lactobacillus sakei,2005,RefSeq
lsl,Lactobacillus salivarius UCC118,2006,RefSeq
lsi,Lactobacillus salivarius CECT 5713,2012,RefSeq
lsj,Lactobacillus salivarius JCM1046,2014,GenBank
ldb,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,2006,RefSeq
lbu,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,2006,RefSeq
lde,Lactobacillus delbrueckii subsp. bulgaricus ND02,2010,RefSeq
ldl,Lactobacillus delbrueckii subsp. bulgaricus 2038,2012,RefSeq
lbr,Lactobacillus brevis ATCC 367,2006,RefSeq
lbk,Lactobacillus brevis KB290,2013,RefSeq
lca,Lactobacillus casei ATCC 334,2006,RefSeq
lcb,Lactobacillus casei BL23,2008,RefSeq
lcz,Lactobacillus casei Zhang,2010,RefSeq
lcs,Lactobacillus casei BD-II,2012,RefSeq
lce,Lactobacillus casei LC2W,2012,RefSeq
lcw,Lactobacillus casei W56,2012,RefSeq
lcl,Lactobacillus casei LOCK919,2013,RefSeq
lcx,Lactobacillus casei 12A,2015,GenBank
lga,Lactobacillus gasseri ATCC 33323,2006,RefSeq
lgq,Lactobacillus gasseri 130918,2015,GenBank
lre,Lactobacillus reuteri DSM 20016,2007,RefSeq
lrf,Lactobacillus reuteri JCM 1112,2008,RefSeq
lru,Lactobacillus reuteri SD2112,2011,RefSeq
lrt,Lactobacillus reuteri I5007,2013,RefSeq
lrr,Lactobacillus reuteri TD1,2013,RefSeq
lhe,Lactobacillus helveticus DPC 4571,2007,RefSeq
lhl,Lactobacillus helveticus H10,2012,RefSeq
lhr,Lactobacillus helveticus R0052,2012,RefSeq
lhv,Lactobacillus helveticus CNRZ32,2013,RefSeq
lhh,Lactobacillus helveticus H9,2014,GenBank
lhd,Lactobacillus helveticus KLDS1.8701,2015,GenBank
lfe,Lactobacillus fermentum IFO 3956,2008,RefSeq
lfr,Lactobacillus fermentum CECT 5716,2012,RefSeq
lff,Lactobacillus fermentum F-6,2013,RefSeq
lrh,Lactobacillus rhamnosus GG,2009,RefSeq
lrg,Lactobacillus rhamnosus GG,2012,RefSeq
lrl,Lactobacillus rhamnosus Lc 705,2009,RefSeq
lra,Lactobacillus rhamnosus ATCC 8530,2012,RefSeq
lro,Lactobacillus rhamnosus LOCK900,2013,RefSeq
lrc,Lactobacillus rhamnosus LOCK908,2013,RefSeq
lcr,Lactobacillus crispatus,2010,RefSeq
lam,Lactobacillus amylovorus GRL 1112,2010,RefSeq
lay,Lactobacillus amylovorus GRL1118,2012,RefSeq
lbh,Lactobacillus buchneri NRRL B-30929,2011,RefSeq
lbn,Lactobacillus buchneri CD034,2012,RefSeq
lke,Lactobacillus kefiranofaciens,2011,RefSeq
lrm,Lactobacillus ruminis,2011,RefSeq
lsn,Lactobacillus sanfranciscensis,2011,RefSeq
lpi,Lactobacillus paracasei subsp. paracasei 8700:2,2013,RefSeq
lpq,Lactobacillus paracasei N1115,2014,GenBank
law,Lactobacillus sp. wkB8,2014,GenBank
lho,Lactobacillus hokkaidonensis,2015,GenBank
lmu,Lactobacillus mucosae,2015,GenBank
lae,Lactobacillus acetotolerans,2015,GenBank
lgn,Lactobacillus ginsenosidimutans,2015,GenBank
lko,Lactobacillus koreensis,2015,GenBank
ppe,Pediococcus pentosaceus ATCC 25745,2006,RefSeq
ppen,Pediococcus pentosaceus SL4,2013,RefSeq
pce,Pediococcus claussenii,2012,RefSeq
efa,Enterococcus faecalis V583,2003,RefSeq
efl,Enterococcus faecalis 62,2012,RefSeq
efi,Enterococcus faecalis OG1RF,2012,RefSeq
efd,Enterococcus faecalis D32,2012,RefSeq
efs,Enterococcus faecalis Symbioflor 1,2013,RefSeq
efn,Enterococcus faecalis DENG1,2014,GenBank
efq,Enterococcus faecalis ATCC 29212,2014,GenBank
efc,Enterococcus faecium Aus0004,2012,RefSeq
efau,Enterococcus faecium Aus0085,2013,RefSeq
efu,Enterococcus faecium DO,2012,RefSeq
efm,Enterococcus faecium NRRL B-2354,2013,RefSeq
eft,Enterococcus faecium T110,2014,GenBank
ehr,Enterococcus hirae,2012,RefSeq
ene,Enterococcus sp. 7L76,2013,RefSeq
ecas,Enterococcus casseliflavus,2013,RefSeq
emu,Enterococcus mundtii,2013,RefSeq
mps,Melissococcus plutonius ATCC 35311,2011,RefSeq
mpx,Melissococcus plutonius DAT561,2012,RefSeq
thl,Tetragenococcus halophilus,2011,RefSeq
ooe,Oenococcus oeni,2006,RefSeq
lme,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,2006,RefSeq
lmm,Leuconostoc mesenteroides subsp. mesenteroides J18,2012,RefSeq
lmk,Leuconostoc mesenteroides KFRI-MG,2014,GenBank
lci,Leuconostoc citreum,2008,RefSeq
lki,Leuconostoc kimchii,2010,RefSeq
lgs,Leuconostoc gasicomitatum,2010,RefSeq
lec,Leuconostoc sp. C2,2011,RefSeq
lcn,Leuconostoc carnosum,2012,RefSeq
lge,Leuconostoc gelidum,2012,RefSeq
wko,Weissella koreensis,2011,RefSeq
wce,Weissella ceti WS08,2014,GenBank
wct,Weissella ceti WS74,2014,GenBank
wci,Weissella ceti WS105,2014,GenBank
aur,Aerococcus urinae,2011,RefSeq
crn,Carnobacterium sp. 17-4,2011,RefSeq
cml,Carnobacterium maltaromaticum,2012,RefSeq
caw,Carnobacterium sp. WN1359,2013,RefSeq
cac,Clostridium acetobutylicum ATCC 824,2001,RefSeq
cae,Clostridium acetobutylicum DSM 1731,2011,RefSeq
cay,Clostridium acetobutylicum EA 2018,2012,RefSeq
cpe,Clostridium perfringens 13,2002,RefSeq
cpf,Clostridium perfringens ATCC 13124,2006,RefSeq
cpr,Clostridium perfringens SM101,2006,GenBank
ctc,Clostridium tetani E88,2003,RefSeq
ctet,Clostridium tetani 12124569,2013,RefSeq
cno,Clostridium novyi,2006,RefSeq
cbo,Clostridium botulinum A ATCC 3502,2007,RefSeq
cba,Clostridium botulinum A ATCC 19397,2007,RefSeq
cbh,Clostridium botulinum A Hall,2007,RefSeq
cby,Clostridium botulinum A2,2009,RefSeq
cbl,Clostridium botulinum A3 Loch Maree,2008,RefSeq
cbk,Clostridium botulinum B Eklund 17B,2008,RefSeq
cbb,Clostridium botulinum B1 Okra,2008,RefSeq
cbi,Clostridium botulinum Ba4,2009,RefSeq
cbn,Clostridium botulinum BKT015925,2011,RefSeq
cbt,Clostridium botulinum E3,2008,RefSeq
cbf,Clostridium botulinum F Langeland,2007,RefSeq
cbm,Clostridium botulinum F 230613,2012,RefSeq
cbj,Clostridium botulinum H04402 065,2012,RefSeq
cbe,Clostridium beijerinckii NCIMB 8052,2007,RefSeq
cbz,Clostridium beijerinckii ATCC 35702,2014,GenBank
ckl,Clostridium kluyveri DSM 555,2007,RefSeq
ckr,Clostridium kluyveri NBRC 12016,2009,RefSeq
clj,Clostridium ljungdahlii,2010,RefSeq
ccb,Clostridium cellulovorans,2010,RefSeq
cls,Clostridium sp. SY8519,2011,RefSeq
clb,Clostridium sp. BNL1100,2012,RefSeq
csr,Clostridium saccharoperbutylacetonicum,2013,RefSeq
cpas,Clostridium pasteurianum BC1,2013,RefSeq
cpat,Clostridium pasteurianum DSM 525 = ATCC 6013,2015,GenBank
cpae,Clostridium pasteurianum DSM 525 = ATCC 6013,2015,GenBank
csb,Clostridium saccharobutylicum,2013,RefSeq
cah,Clostridium autoethanogenum,2013,RefSeq
clt,Clostridium sp. M2/40,2014,GenBank
cbv,Clostridium baratii,2015,GenBank
csq,Clostridium scatologenes,2015,GenBank
cld,Clostridium sporogenes,2015,GenBank
cace,Clostridium aceticum,2015,GenBank
cck,Clostridium carboxidivorans,2015,GenBank
amt,Alkaliphilus metalliredigens,2007,RefSeq
aoe,Alkaliphilus oremlandii,2007,RefSeq
asf,Candidatus Arthromitus sp. SFB-mouse-Japan,2011,RefSeq
asm,Candidatus Arthromitus sp. SFB-mouse-Yit,2012,RefSeq
aso,Candidatus Arthromitus sp. SFB-mouse-NL,2014,GenBank
asb,Candidatus Arthromitus sp. SFB-rat-Yit,2011,RefSeq
cth,Ruminiclostridium thermocellum ATCC 27405,2007,RefSeq
ctx,Ruminiclostridium thermocellum DSM 1313,2012,RefSeq
cce,Clostridium cellulolyticum,2009,RefSeq
ccl,Clostridium clariflavum,2012,RefSeq
esr,Eubacterium siraeum V10Sc8a,2013,GenBank
esu,Eubacterium siraeum 70/3,2013,GenBank
css,Clostridium stercorarium subsp. stercorarium DSM 8532,2013,RefSeq
csd,Clostridium stercorarium subsp. stercorarium DSM 8532,2013,RefSeq
ccel,Clostridium cellulosi,2015,GenBank
eha,Ethanoligenens harbinense,2011,RefSeq
ral,Ruminococcus albus,2011,RefSeq
rbr,Ruminococcus bromii,2013,RefSeq
rch,Ruminococcus champanellensis,2013,RefSeq
rum,Ruminococcus sp. SR1/5,2013,GenBank
rus,Ruminococcus sp. 80/3,2014,GenBank
fpr,Faecalibacterium prausnitzii L2-6,2013,GenBank
fpa,Faecalibacterium prausnitzii SL3/3,2013,GenBank
clo,Mageeibacillus indolicus,2010,RefSeq
bpb,Butyrivibrio proteoclasticus,2010,RefSeq
bfi,Butyrivibrio fibrisolvens,2013,GenBank
cle,Cellulosilyticum lentocellum,2011,RefSeq
rho,Roseburia hominis,2011,RefSeq
rix,Roseburia intestinalis XB6B4,2013,GenBank
rim,Roseburia intestinalis M50/1,2013,GenBank
coo,Coprococcus sp. ART55/1,2013,GenBank
cct,Coprococcus catus,2013,RefSeq
rob,Ruminococcus obeum,2013,GenBank
rto,Ruminococcus torques,2013,GenBank
cpy,Lachnoclostridium phytofermentans,2007,RefSeq
csh,Clostridium saccharolyticum WM1,2010,RefSeq
cso,Clostridium cf. saccharolyticum K10,2013,RefSeq
bprl,Anaerostipes hadrus,2013,RefSeq
cad,Clostridium acidurici,2012,RefSeq
cdf,Peptoclostridium difficile 630,2007,RefSeq
pdc,Peptoclostridium difficile 630,2015,GenBank
cdc,Peptoclostridium difficile CD196,2009,RefSeq
cdl,Peptoclostridium difficile R20291,2009,RefSeq
cdg,Peptoclostridium difficile BI1,2012,RefSeq
pdf,Peptoclostridium difficile 630Derm,2015,GenBank
cst,Clostridium sticklandii,2010,RefSeq
faa,Filifactor alocis,2012,RefSeq
sth,Symbiobacterium thermophilum,2004,RefSeq
swo,Syntrophomonas wolfei,2006,RefSeq
slp,Syntrophothermus lipocalidus,2010,RefSeq
dsy,Desulfitobacterium hafniense Y51,2006,RefSeq
dhd,Desulfitobacterium hafniense DCB-2,2009,RefSeq
ddh,Desulfitobacterium dehalogenans,2012,RefSeq
ddl,Desulfitobacterium dichloroeliminans,2012,RefSeq
dmt,Desulfitobacterium metallireducens,2015,GenBank
drm,Desulfotomaculum reducens,2007,RefSeq
dae,Desulfotomaculum acetoxidans,2009,RefSeq
dca,Desulfotomaculum carboxydivorans,2011,RefSeq
dku,Desulfotomaculum kuznetsovii,2011,RefSeq
dru,Desulfotomaculum ruminis,2011,RefSeq
dgi,Desulfotomaculum gibsoniae,2013,RefSeq
pth,Pelotomaculum thermopropionicum,2007,RefSeq
dau,Candidatus Desulforudis audaxviator,2008,RefSeq
tjr,Thermincola potens,2010,RefSeq
sgy,Syntrophobotulus glycolicus,2011,RefSeq
dor,Desulfosporosinus orientis,2012,RefSeq
dai,Desulfosporosinus acidiphilus,2012,RefSeq
dmi,Desulfosporosinus meridiei,2012,RefSeq
ded,Dehalobacter sp. DCA,2012,RefSeq
dec,Dehalobacter sp. CF,2012,RefSeq
drs,Dehalobacter restrictus,2014,GenBank
hmo,Heliobacterium modesticaldum,2008,RefSeq
fma,Finegoldia magna,2008,RefSeq
apr,Anaerococcus prevotii,2009,RefSeq
pmic,Parvimonas micra,2015,GenBank
ped,Peptoniphilus sp. 1-1,2015,GenBank
eel,Eubacterium eligens,2009,RefSeq
ere,Eubacterium rectale ATCC 33656,2009,RefSeq
ert,Eubacterium rectale DSM 17629,2013,RefSeq
era,Eubacterium rectale M104/1,2013,RefSeq
elm,Eubacterium limosum,2010,RefSeq
eac,Eubacterium acidaminophilum,2014,GenBank
awo,Acetobacterium woodii,2012,RefSeq
ova,Oscillibacter valericigenes,2011,RefSeq
tmr,Thermaerobacter marianensis,2011,RefSeq
say,Sulfobacillus acidophilus TPY,2011,RefSeq
sap,Sulfobacillus acidophilus DSM 10332,2012,RefSeq
bprm,Butyrate-producing bacterium SM4/1,2013,RefSeq
bprs,Butyrate-producing bacterium SS3/4,2013,RefSeq
tte,Thermoanaerobacter tengcongensis,2002,RefSeq
tex,Thermoanaerobacter sp. X514,2008,RefSeq
thx,Thermoanaerobacter sp. X513,2010,GenBank
tpd,Thermoanaerobacter pseudethanolicus,2008,RefSeq
tit,Thermoanaerobacter italicus,2010,RefSeq
tmt,Thermoanaerobacter mathranii,2010,RefSeq
tbo,Thermoanaerobacter brockii,2011,RefSeq
twi,Thermoanaerobacter wiegelii,2011,RefSeq
tki,Thermoanaerobacter kivui,2014,GenBank
chy,Carboxydothermus hydrogenoformans,2005,RefSeq
tep,Tepidanaerobacter acetatoxydans Re1,2011,RefSeq
tae,Tepidanaerobacter acetatoxydans Re1,2013,RefSeq
mta,Moorella thermoacetica,2005,RefSeq
adg,Ammonifex degensii,2009,RefSeq
tpz,Thermacetogenium phaeum,2012,RefSeq
csc,Caldicellulosiruptor saccharolyticus,2007,RefSeq
ate,Caldicellulosiruptor bescii,2009,RefSeq
cob,Caldicellulosiruptor obsidiansis,2010,RefSeq
chd,Caldicellulosiruptor hydrothermalis,2010,RefSeq
cow,Caldicellulosiruptor owensensis,2010,RefSeq
cki,Caldicellulosiruptor kristjanssonii,2010,RefSeq
ckn,Caldicellulosiruptor kronotskyensis,2010,RefSeq
clc,Caldicellulosiruptor lactoaceticus,2011,RefSeq
toc,Thermosediminibacter oceani,2010,RefSeq
ttm,Thermoanaerobacterium thermosaccharolyticum DSM 571,2010,RefSeq
tto,Thermoanaerobacterium thermosaccharolyticum M0795,2013,RefSeq
txy,Thermoanaerobacterium xylanolyticum,2011,RefSeq
tsh,Thermoanaerobacterium saccharolyticum,2012,RefSeq
cpo,Coprothermobacter proteolyticus,2008,RefSeq
tnr,Thermodesulfobium narugense,2011,RefSeq
mas,Mahella australiensis,2011,RefSeq
nth,Natranaerobius thermophilus,2008,RefSeq
hor,Halothermothrix orenii,2009,RefSeq
has,Halanaerobium hydrogeniformans,2010,RefSeq
hpk,Halanaerobium praevalens,2012,RefSeq
aar,Acetohalobium arabaticum,2010,RefSeq
hhl,Halobacteroides halobius,2013,RefSeq
vpr,Veillonella parvula,2009,RefSeq
ssg,Selenomonas sputigena,2011,RefSeq
sri,Selenomonas ruminantium,2012,RefSeq
med,Megasphaera elsdenii,2011,RefSeq
mhg,Megamonas hypermegale,2013,RefSeq
puf,Pelosinus sp. UFO1,2014,GenBank
pft,Pelosinus fermentans,2015,GenBank
afn,Acidaminococcus fermentans,2010,RefSeq
ain,Acidaminococcus intestini,2011,RefSeq
erh,Erysipelothrix rhusiopathiae Fujisawa,2011,RefSeq
ers,Erysipelothrix rhusiopathiae SY1027,2013,RefSeq
euc,Faecalitalea cylindroides,2013,RefSeq
mge,Mycoplasma genitalium G37,1995,RefSeq
mgu,Mycoplasma genitalium M2288,2012,RefSeq
mgc,Mycoplasma genitalium M2321,2012,RefSeq
mgq,Mycoplasma genitalium M6282,2012,RefSeq
mgx,Mycoplasma genitalium M6320,2012,RefSeq
mpn,Mycoplasma pneumoniae M129,1997,RefSeq
mpm,Mycoplasma pneumoniae 309,2012,RefSeq
mpj,Mycoplasma pneumoniae FH,2012,RefSeq
mpb,Mycoplasma pneumoniae M129-B7,2013,RefSeq
mpu,Mycoplasma pulmonis,2001,RefSeq
mpe,Mycoplasma penetrans,2002,RefSeq
mga,Mycoplasma gallisepticum R(low),2003,RefSeq
mgh,Mycoplasma gallisepticum R(high),2012,RefSeq
mgf,Mycoplasma gallisepticum F,2012,RefSeq
mgn,Mycoplasma gallisepticum NC06_2006.080-5-2P,2012,RefSeq
mgs,Mycoplasma gallisepticum NC95_13295-2-2P,2012,RefSeq
